episode_id,suite,task_id,seed,arm,baseline_success,success,rescued,censored_without_success,first_success_attempt,full_rollout_revisions_to_success,within_successful_rollout_decisions,online_decisions_through_success_or_cap,actions_through_success_or_cap,rollout_seconds_through_success_or_cap,standalone_velocity_evaluations_through_success_or_cap,provider_through_success_or_cap,complete_tokens_to_success,physical_provider,development_extra_rollouts_after_success,success_by_attempt,winning_attempt_effects
libero_goal_ood:seed37:task0:state0,libero_goal_ood,0,37,random_noise,True,True,False,False,1,0,0,0,167,39.53934596083127,1630,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"[true, true, true]","{""accepted_decisions_executed"": 0, ""actions_executed"": 167, ""actions_with_accepted_decision"": 0, ""actions_with_changed_image"": 0, ""attempt_id"": ""recovered_noise_1"", ""native_condition_fallback_actions"": 0}"
libero_goal_ood:seed37:task0:state0,libero_goal_ood,0,37,random_occlusion,True,True,False,False,1,0,0,0,167,39.53934596083127,1630,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"[true, true, true]","{""accepted_decisions_executed"": 0, ""actions_executed"": 167, ""actions_with_accepted_decision"": 0, ""actions_with_changed_image"": 0, ""attempt_id"": ""recovered_noise_1"", ""native_condition_fallback_actions"": 0}"
libero_goal_ood:seed37:task0:state0,libero_goal_ood,0,37,random_demo_blend,True,True,False,False,1,0,0,0,167,39.53934596083127,1630,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"[true, true, true]","{""accepted_decisions_executed"": 0, ""actions_executed"": 167, ""actions_with_accepted_decision"": 0, ""actions_with_changed_image"": 0, ""attempt_id"": ""recovered_noise_1"", ""native_condition_fallback_actions"": 0}"
libero_goal_ood:seed37:task0:state0,libero_goal_ood,0,37,astra_occlusion,True,True,False,False,1,0,0,0,167,39.53934596083127,1630,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"[true, true, true]","{""accepted_decisions_executed"": 0, ""actions_executed"": 167, ""actions_with_accepted_decision"": 0, ""actions_with_changed_image"": 0, ""attempt_id"": ""recovered_noise_1"", ""native_condition_fallback_actions"": 0}"
libero_goal_ood:seed37:task0:state0,libero_goal_ood,0,37,astra_demo_blend,True,True,False,False,1,0,0,0,167,39.53934596083127,1630,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"[true, true, true]","{""accepted_decisions_executed"": 0, ""actions_executed"": 167, ""actions_with_accepted_decision"": 0, ""actions_with_changed_image"": 0, ""attempt_id"": ""recovered_noise_1"", ""native_condition_fallback_actions"": 0}"
libero_goal_ood:seed37:task4:state0,libero_goal_ood,4,37,random_noise,True,True,False,False,1,0,0,0,100,27.394698224030435,1490,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"[true, true, true]","{""accepted_decisions_executed"": 0, ""actions_executed"": 100, ""actions_with_accepted_decision"": 0, ""actions_with_changed_image"": 0, ""attempt_id"": ""recovered_noise_1"", ""native_condition_fallback_actions"": 0}"
libero_goal_ood:seed37:task4:state0,libero_goal_ood,4,37,random_occlusion,True,True,False,False,1,0,0,0,100,27.394698224030435,1490,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"[true, true, true]","{""accepted_decisions_executed"": 0, ""actions_executed"": 100, ""actions_with_accepted_decision"": 0, ""actions_with_changed_image"": 0, ""attempt_id"": ""recovered_noise_1"", ""native_condition_fallback_actions"": 0}"
libero_goal_ood:seed37:task4:state0,libero_goal_ood,4,37,random_demo_blend,True,True,False,False,1,0,0,0,100,27.394698224030435,1490,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"[true, true, true]","{""accepted_decisions_executed"": 0, ""actions_executed"": 100, ""actions_with_accepted_decision"": 0, ""actions_with_changed_image"": 0, ""attempt_id"": ""recovered_noise_1"", ""native_condition_fallback_actions"": 0}"
libero_goal_ood:seed37:task4:state0,libero_goal_ood,4,37,astra_occlusion,True,True,False,False,1,0,0,0,100,27.394698224030435,1490,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"[true, true, true]","{""accepted_decisions_executed"": 0, ""actions_executed"": 100, ""actions_with_accepted_decision"": 0, ""actions_with_changed_image"": 0, ""attempt_id"": ""recovered_noise_1"", ""native_condition_fallback_actions"": 0}"
libero_goal_ood:seed37:task4:state0,libero_goal_ood,4,37,astra_demo_blend,True,True,False,False,1,0,0,0,100,27.394698224030435,1490,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"{""accepted_proposals"": 0, ""actual_models"": {}, ""client_attempts"": 0, ""errors"": {}, ""failed_calls"": 0, ""http_status"": {}, ""latency_seconds"": 0, ""monetary_cost"": null, ""monetary_cost_unavailable_reason"": ""No verified provider price was supplied."", ""preflight_errors"": {}, ""preflight_failures"": 0, ""preflight_latency_seconds"": 0, ""provider_calls"": 0, ""reasoning_tokens_are_subset_of_output_tokens"": true, ""tokens"": {""input_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""output_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""reasoning_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}, ""total_tokens"": {""available_calls"": 0, ""complete"": true, ""missing_calls"": 0, ""sum"": 0}}, ""usage_available_calls"": 0, ""usage_unavailable_calls"": 0}",0,"[true, true, true]","{""accepted_decisions_executed"": 0, ""actions_executed"": 100, ""actions_with_accepted_decision"": 0, ""actions_with_changed_image"": 0, ""attempt_id"": ""recovered_noise_1"", ""native_condition_fallback_actions"": 0}"
