episode_id,suite,task_id,arm,baseline_success,success,rescued,first_success_attempt,full_rollout_revisions_to_success,within_successful_rollout_decisions,decisions_through_success_or_cap,censored_without_success,development_extra_rollouts_after_success,prefix_total_tokens_reported,prefix_total_tokens_complete,reset_sha256
libero_goal_ood:seed29:task0:state0,libero_goal_ood,0,random_noise,False,False,False,,,,0,True,0,0,True,fe9f4d3c5b447243536f57cbc10ea7c50d8c6a70fe381acb954b5f9a9078dd2c
libero_goal_ood:seed29:task0:state0,libero_goal_ood,0,oracle_tei,False,False,False,,,,0,True,0,0,True,fe9f4d3c5b447243536f57cbc10ea7c50d8c6a70fe381acb954b5f9a9078dd2c
libero_goal_ood:seed29:task0:state0,libero_goal_ood,0,oracle_tli,False,False,False,,,,0,True,0,0,True,fe9f4d3c5b447243536f57cbc10ea7c50d8c6a70fe381acb954b5f9a9078dd2c
libero_goal_ood:seed29:task0:state0,libero_goal_ood,0,oracle_tei_tli,False,True,True,2,1,0,0,False,0,0,True,fe9f4d3c5b447243536f57cbc10ea7c50d8c6a70fe381acb954b5f9a9078dd2c
libero_goal_ood:seed29:task0:state0,libero_goal_ood,0,astra_tei,False,False,False,,,,24,True,0,210111,True,fe9f4d3c5b447243536f57cbc10ea7c50d8c6a70fe381acb954b5f9a9078dd2c
libero_goal_ood:seed29:task0:state0,libero_goal_ood,0,astra_tli,False,False,False,,,,24,True,0,219520,True,fe9f4d3c5b447243536f57cbc10ea7c50d8c6a70fe381acb954b5f9a9078dd2c
libero_goal_ood:seed29:task0:state0,libero_goal_ood,0,astra_tli_vision,False,False,False,,,,24,True,0,218553,True,fe9f4d3c5b447243536f57cbc10ea7c50d8c6a70fe381acb954b5f9a9078dd2c
libero_goal_ood:seed29:task1:state0,libero_goal_ood,1,random_noise,False,False,False,,,,0,True,0,0,True,b5ef159635cb598048dacfce3c7f762fe1e1b6548ce35012fb68d4cf4d60da2a
libero_goal_ood:seed29:task1:state0,libero_goal_ood,1,oracle_tei,False,True,True,2,1,0,0,False,0,0,True,b5ef159635cb598048dacfce3c7f762fe1e1b6548ce35012fb68d4cf4d60da2a
libero_goal_ood:seed29:task1:state0,libero_goal_ood,1,oracle_tli,False,False,False,,,,0,True,0,0,True,b5ef159635cb598048dacfce3c7f762fe1e1b6548ce35012fb68d4cf4d60da2a
libero_goal_ood:seed29:task1:state0,libero_goal_ood,1,oracle_tei_tli,False,False,False,,,,0,True,0,0,True,b5ef159635cb598048dacfce3c7f762fe1e1b6548ce35012fb68d4cf4d60da2a
libero_goal_ood:seed29:task1:state0,libero_goal_ood,1,astra_tei,False,False,False,,,,24,True,0,210878,True,b5ef159635cb598048dacfce3c7f762fe1e1b6548ce35012fb68d4cf4d60da2a
libero_goal_ood:seed29:task1:state0,libero_goal_ood,1,astra_tli,False,True,True,3,2,4,16,False,0,116604,True,b5ef159635cb598048dacfce3c7f762fe1e1b6548ce35012fb68d4cf4d60da2a
libero_goal_ood:seed29:task1:state0,libero_goal_ood,1,astra_tli_vision,False,True,True,2,1,6,6,False,0,34897,True,b5ef159635cb598048dacfce3c7f762fe1e1b6548ce35012fb68d4cf4d60da2a
libero_goal_ood:seed29:task2:state0,libero_goal_ood,2,random_noise,False,False,False,,,,0,True,0,0,True,5417a92d201e4f873d1d50ac793258a6e4f34268a57e02edc3cfe726dcd13e44
libero_goal_ood:seed29:task2:state0,libero_goal_ood,2,oracle_tei,False,False,False,,,,0,True,0,0,True,5417a92d201e4f873d1d50ac793258a6e4f34268a57e02edc3cfe726dcd13e44
libero_goal_ood:seed29:task2:state0,libero_goal_ood,2,oracle_tli,False,False,False,,,,0,True,0,0,True,5417a92d201e4f873d1d50ac793258a6e4f34268a57e02edc3cfe726dcd13e44
libero_goal_ood:seed29:task2:state0,libero_goal_ood,2,oracle_tei_tli,False,False,False,,,,0,True,0,0,True,5417a92d201e4f873d1d50ac793258a6e4f34268a57e02edc3cfe726dcd13e44
libero_goal_ood:seed29:task2:state0,libero_goal_ood,2,astra_tei,False,False,False,,,,24,True,0,202003,True,5417a92d201e4f873d1d50ac793258a6e4f34268a57e02edc3cfe726dcd13e44
libero_goal_ood:seed29:task2:state0,libero_goal_ood,2,astra_tli,False,False,False,,,,24,True,0,219994,True,5417a92d201e4f873d1d50ac793258a6e4f34268a57e02edc3cfe726dcd13e44
libero_goal_ood:seed29:task2:state0,libero_goal_ood,2,astra_tli_vision,False,False,False,,,,24,True,0,233374,True,5417a92d201e4f873d1d50ac793258a6e4f34268a57e02edc3cfe726dcd13e44
libero_goal_ood:seed29:task3:state0,libero_goal_ood,3,random_noise,False,False,False,,,,0,True,0,0,True,dbe6dcf987d8bdd8879b0afabc15fcc37e3f36d6631fc7ca9aba1769b0605932
libero_goal_ood:seed29:task3:state0,libero_goal_ood,3,oracle_tei,False,False,False,,,,0,True,0,0,True,dbe6dcf987d8bdd8879b0afabc15fcc37e3f36d6631fc7ca9aba1769b0605932
libero_goal_ood:seed29:task3:state0,libero_goal_ood,3,oracle_tli,False,False,False,,,,0,True,0,0,True,dbe6dcf987d8bdd8879b0afabc15fcc37e3f36d6631fc7ca9aba1769b0605932
libero_goal_ood:seed29:task3:state0,libero_goal_ood,3,oracle_tei_tli,False,False,False,,,,0,True,0,0,True,dbe6dcf987d8bdd8879b0afabc15fcc37e3f36d6631fc7ca9aba1769b0605932
libero_goal_ood:seed29:task3:state0,libero_goal_ood,3,astra_tei,False,False,False,,,,24,True,0,206638,True,dbe6dcf987d8bdd8879b0afabc15fcc37e3f36d6631fc7ca9aba1769b0605932
libero_goal_ood:seed29:task3:state0,libero_goal_ood,3,astra_tli,False,False,False,,,,24,True,0,213945,True,dbe6dcf987d8bdd8879b0afabc15fcc37e3f36d6631fc7ca9aba1769b0605932
libero_goal_ood:seed29:task3:state0,libero_goal_ood,3,astra_tli_vision,False,False,False,,,,24,True,0,220755,True,dbe6dcf987d8bdd8879b0afabc15fcc37e3f36d6631fc7ca9aba1769b0605932
libero_goal_ood:seed29:task4:state0,libero_goal_ood,4,random_noise,True,True,False,1,0,0,0,False,0,0,True,63e87cbe6ed141a749e4422629f569996298c2e8263037420ce77c35a4d16b9c
libero_goal_ood:seed29:task4:state0,libero_goal_ood,4,oracle_tei,True,True,False,1,0,0,0,False,0,0,True,63e87cbe6ed141a749e4422629f569996298c2e8263037420ce77c35a4d16b9c
libero_goal_ood:seed29:task4:state0,libero_goal_ood,4,oracle_tli,True,True,False,1,0,0,0,False,0,0,True,63e87cbe6ed141a749e4422629f569996298c2e8263037420ce77c35a4d16b9c
libero_goal_ood:seed29:task4:state0,libero_goal_ood,4,oracle_tei_tli,True,True,False,1,0,0,0,False,0,0,True,63e87cbe6ed141a749e4422629f569996298c2e8263037420ce77c35a4d16b9c
libero_goal_ood:seed29:task4:state0,libero_goal_ood,4,astra_tei,True,True,False,1,0,0,0,False,0,0,True,63e87cbe6ed141a749e4422629f569996298c2e8263037420ce77c35a4d16b9c
libero_goal_ood:seed29:task4:state0,libero_goal_ood,4,astra_tli,True,True,False,1,0,0,0,False,0,0,True,63e87cbe6ed141a749e4422629f569996298c2e8263037420ce77c35a4d16b9c
libero_goal_ood:seed29:task4:state0,libero_goal_ood,4,astra_tli_vision,True,True,False,1,0,0,0,False,0,0,True,63e87cbe6ed141a749e4422629f569996298c2e8263037420ce77c35a4d16b9c
libero_goal_ood:seed29:task5:state0,libero_goal_ood,5,random_noise,False,False,False,,,,0,True,0,0,True,54db44333b9a413f87df6321ea292fc5a04068b1eb7c620f7ed882b300e15f06
libero_goal_ood:seed29:task5:state0,libero_goal_ood,5,oracle_tei,False,False,False,,,,0,True,0,0,True,54db44333b9a413f87df6321ea292fc5a04068b1eb7c620f7ed882b300e15f06
libero_goal_ood:seed29:task5:state0,libero_goal_ood,5,oracle_tli,False,True,True,2,1,0,0,False,0,0,True,54db44333b9a413f87df6321ea292fc5a04068b1eb7c620f7ed882b300e15f06
libero_goal_ood:seed29:task5:state0,libero_goal_ood,5,oracle_tei_tli,False,True,True,2,1,0,0,False,0,0,True,54db44333b9a413f87df6321ea292fc5a04068b1eb7c620f7ed882b300e15f06
libero_goal_ood:seed29:task5:state0,libero_goal_ood,5,astra_tei,False,False,False,,,,24,True,0,202606,True,54db44333b9a413f87df6321ea292fc5a04068b1eb7c620f7ed882b300e15f06
libero_goal_ood:seed29:task5:state0,libero_goal_ood,5,astra_tli,False,True,True,2,1,6,6,False,0,34092,True,54db44333b9a413f87df6321ea292fc5a04068b1eb7c620f7ed882b300e15f06
libero_goal_ood:seed29:task5:state0,libero_goal_ood,5,astra_tli_vision,False,True,True,2,1,8,8,False,0,50648,True,54db44333b9a413f87df6321ea292fc5a04068b1eb7c620f7ed882b300e15f06
libero_goal_ood:seed29:task6:state0,libero_goal_ood,6,random_noise,False,True,True,2,1,0,0,False,0,0,True,279a65def0e5fd72ed875a7f747213c428a9b4b7ec5a04c2af8c19014504beee
libero_goal_ood:seed29:task6:state0,libero_goal_ood,6,oracle_tei,False,True,True,2,1,0,0,False,0,0,True,279a65def0e5fd72ed875a7f747213c428a9b4b7ec5a04c2af8c19014504beee
libero_goal_ood:seed29:task6:state0,libero_goal_ood,6,oracle_tli,False,True,True,2,1,0,0,False,0,0,True,279a65def0e5fd72ed875a7f747213c428a9b4b7ec5a04c2af8c19014504beee
libero_goal_ood:seed29:task6:state0,libero_goal_ood,6,oracle_tei_tli,False,True,True,2,1,0,0,False,0,0,True,279a65def0e5fd72ed875a7f747213c428a9b4b7ec5a04c2af8c19014504beee
libero_goal_ood:seed29:task6:state0,libero_goal_ood,6,astra_tei,False,True,True,2,1,4,4,False,0,21553,True,279a65def0e5fd72ed875a7f747213c428a9b4b7ec5a04c2af8c19014504beee
libero_goal_ood:seed29:task6:state0,libero_goal_ood,6,astra_tli,False,True,True,2,1,4,4,False,0,21691,True,279a65def0e5fd72ed875a7f747213c428a9b4b7ec5a04c2af8c19014504beee
libero_goal_ood:seed29:task6:state0,libero_goal_ood,6,astra_tli_vision,False,True,True,2,1,3,3,False,0,15220,True,279a65def0e5fd72ed875a7f747213c428a9b4b7ec5a04c2af8c19014504beee
libero_goal_ood:seed29:task7:state0,libero_goal_ood,7,random_noise,False,True,True,3,2,0,0,False,0,0,True,6475ce5bc2bce495d6bd81f21f499e265d377916b5f7a319a3c14bc82bdc4f97
libero_goal_ood:seed29:task7:state0,libero_goal_ood,7,oracle_tei,False,True,True,2,1,0,0,False,0,0,True,6475ce5bc2bce495d6bd81f21f499e265d377916b5f7a319a3c14bc82bdc4f97
libero_goal_ood:seed29:task7:state0,libero_goal_ood,7,oracle_tli,False,True,True,2,1,0,0,False,0,0,True,6475ce5bc2bce495d6bd81f21f499e265d377916b5f7a319a3c14bc82bdc4f97
libero_goal_ood:seed29:task7:state0,libero_goal_ood,7,oracle_tei_tli,False,True,True,2,1,0,0,False,0,0,True,6475ce5bc2bce495d6bd81f21f499e265d377916b5f7a319a3c14bc82bdc4f97
libero_goal_ood:seed29:task7:state0,libero_goal_ood,7,astra_tei,False,False,False,,,,24,True,0,210886,True,6475ce5bc2bce495d6bd81f21f499e265d377916b5f7a319a3c14bc82bdc4f97
